Date,Direction,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,Headline,,,,,,,
1/12/2007,1, China Needs to Embrace Its Feminine Side, Practical Traveler: The Clock Is Ticking for Winter Travelers, Is 'Little Miss Sunshine' a Used Car?, Hit and Miss: Cars of the Detroit Auto Show, Unit of Germany's Merck Said to Attract Buyout Firms, McDonald's May Serve Up Boston Market Sale," Fearing Beheading, Gibson Ducks Mexican Premiere", Revamping of EMI Begins With Management Shake-Up, Why Hedge Funds Aren't Going Away, Nasdaq Extends Bid for London Exhange, China Stocks Top $1 Trillion," The Human and the Animated, Shrunk to Size"," Analysis: Bush's Iraq Plan, Between the Lines ", Exchange Turns Into Political Flashpoint, House Passes Bill Mandating Drug Price Negotiations, Revamping of EMI Begins With Management Shake-Up, Florida: Chemical Substance Found on Envelopes, Police Dog Is Seriously Injured During Pursuit, Agents Say Fast Audits Hurt I.R.S., Negotiating Lower Drug Prices, Spitzer Names 11 to Top Posts; Some Key Spots Remain Open," Hire by the Contract Now, Risk a Big Regret Later", Risk-Assessment Plan Is Withdrawn," For Police Involved in Fatal Shooting, Talking May Be Risky"," Like Them or Loathe Them, Hedge Funds Aren’t Going Away"," Revisiting Issue, U.N. Chief Clarifies Death-Penalty Stance", Further Decline in Oil Buoys Share Prices, New Law in Poland Is Aimed at Former Secret Police Agents," Iraq Dominates World Politics, Not Markets"," In Obliging Waco, Dr Pepper Is the King", TODAY IN BUSINESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/13/2007,0, Britain: Brothers Guilty of Overfeeding Dog, Competing House Clocks Tick at Different Speeds as Members Get Down to Business," With Ousters, EMI Group Is Said to Be Packaging Itself for Sale"," A Taste of U.S. Family Life, but Adoption in Limbo", H.P. Investigator Pleads Guilty to Identity Theft and Conspiracy, Passing Exchange Becomes Political Flashpoint , 2 Missing Boys Are Found Near St. Louis," In Gadgets, Excitement Is in the Price", Recording Industry Wins Judgment in Piracy Case, Bruno Bought Stock With Campaign Funds, U.S. Official Sees Opening for Revival of Trade Talks, Doctor’s Killer Tries to Make Abortion the Issue," A.M.D., in Price War With Intel, Warns of Disappointing Revenue", House Democrats Pass Bill on Medicare Drug Prices," Northwest Files Plan, Seeing Exit From Bankruptcy This Year"," Three More Faces of Aurora, and of Her Prince", Rights Group Says Conditions in China Worsen as Olympics Near, Argentine Ex-President Charged With Rights Abuses, A Risky Game of Risk, Passing Exchange Becomes Political Flashpoint Focused on Feminism, U.S. Official Sees Opening for Revival of Trade Talks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/14/2007,0," Revisiting Affirmative Action, With Help From Kant", Military Expands Intelligence Role in U.S.," Swiss Tax Deals Lure the Superrich, but Are They Fair?", Kin and Rights Groups Search for Pakistan’s Missing," Losing Iraq, One Truckload at a Time", Strong Earnings Have Stocks Sizzling, Counting Votes: For an Open System (3 Letters), The Onerous Burden of Property Taxes; Historic Events in Jewstown (2 Letters)," Missiles, Motorcycles and Lost ’60s Innocence", Rutgers Sees Meaning in Philosophy Rank," One Mother’s Sad Mission, a State’s Shame", Does Abe Foxman Have an Anti-Anti-Semite Problem?, What Wills Meant, Opening Hearts and Checkbooks to Ease the Woes of Strangers, Spoleto Premieres to Include One by Philip Glass, The Super Bowl Means Super-Size Hotel Rates, The Clock Is Ticking for Winter Travelers, The Neediest Cases; Opening Hearts and Checkbooks to Ease the Woes of Strangers, What Wills Meant, The Onerous Burden Of Property Taxes, Counting Votes: For an Open System," Paid Notice: Deaths   MCCABE, DONALD B.", 39 Schools Miss Proficiency Targets, New Rochelle Offers New Dog-Walking Rules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/15/2007,0, Who Cares About the Price of Gas?, The New - And Not-so-new - Miss Brazil, Too High a Price for a Wii, Warning Issued on Sensors Tracking Climate , New York Rabbi Finds Friends in Iran and Enemies at Home, The Light-Touch Tax Audit, Rescuers Say Hair May Come From Missing Indonesian Plane," Opening a New Front in the War, Against Iranians in Iraq", All but One Tunnel Are Open in Big Dig," Larry Stewart, a Businessman Known for a Santa-Size Generosity, Dies at 58", Stock Offerings This Week," The Mentally Ill, Behind Bars", TODAY IN BUSINESS," Opening a New Front in the War, Against Iranians in Iraq",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/16/2007,1, CVS Sweetens Caremark Deal with $2 a Share Dividend, A Nuclear Power Renaissance, Verizon Spins Off Landlines to FairPoint, Mirant to Sell Six Natural Gas Plants for $1.4 Billion," With Ousters, EMI Group Is Said to Be Packaging Itself for Sale", Hong Kong and Shanghai Duel for Financial Capital Title, Canadian Hedge Fund Managers Will Be Required to Register, India's Power Finance Plans I.P.O., Hedge Funds Pushes for Ultratech Sale, Saudi Oil Minister Expects Prices to Rebound, Chemical Train Explosion Forces Evacuations," Sharapova Advances, Barely, at Australia Open"," In Patriots’ School of Etiquette, Class Is Finally Dismissed", Democrats Seek the Middle on Social Issues, Spanish Premier Admits Mistakes With Separatists Tied to Bombing, Business Briefs," A Promise That Never Bloomed, a Post-Minimalist You’ve Never Heard Of", Immunizations: More Education May Not Mean More Vaccination, Risk Reduction: It Might Pay to Remember That Folate Pill, Netflix to Deliver Movies to the PC," A Visa Problem in Canada, and an Excursion to Spain", Hong Kong and Shanghai Duel for Financial Capital, Stocks Higher Around World on Purchases and Mergers," At the Globes, Tears Are Fine, but Fast and Mean Is Much Better"," A Day to Honor a Great Man, Not Low Prices"," In This Turn at the Top, Democrats Seek the Middle on Social Issues", NEW REACTORS ACROSS THE GLOBE: A Nuclear Power Renaissance," The Shifting Business of Renting Movies, by the Disc or the Click"," In Book, Sheffield Explains Involvement With Balco"," A Day to Honor A Great Man, Not Low Prices", Hong Kong and Shanghai Duel for Financial Capital," A Promise That Never Bloomed, a Post-Minimalist You've Never Heard Of"," At the Globes, Tears Are Fine, but Fast and Mean Is Much Better"," In the Patriots' School of Etiquette, Class Is Finally Dismissed"," A Visa Problem in Canada, and an Excursion to Spain", More Education May Not Mean More Vaccination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/17/2007,1, The Price of Oil in Texas," As Districts Turn to Exotic Finances, Banks Reap Rewards", Testing a Missile Shield for Airliners," Even Free, the Price Wasn't Right", Dresdner and Gazprom team Up on Emissions Venture, EMI and Baidu in Chinese Duet, E-Mail Start-Up Gets Cash to Take on Microsoft, Microsoft's Radical Redesign, China: Music Deal for Emi and Web Site, Issues Left Unresolved on Pensions, Unions Endorsing Republican for an Open Senate Seat, Intel’s Fight for Market Cuts Margins," The Football Is Fine, but the Saints’ Finances Aren’t So Bright", Bloomberg Plans to Cut New York’s Property Taxes, Chemical Train Derails in Kentucky; Evacuations Are Ordered, Budget Reform Pact Augurs a More Transparent Albany, Justices Decline to Take Up New Eminent Domain Case," Keep Your Shoes On, for a Price"," Delegation in Iran to Grapple, Not With Issues"," Even Free, the Price Wasn’t Right", Saudi Dismisses Call for an OPEC Meeting, The Missing Partner in Iraq, Verizon to Sell Phone Assets to FairPoint in 3 States, How to Choose a Fiscal Watchdog, Dow Struggles to a High as Oil Prices Fall, Preservation Commission Turns Down Proposal for Upper East Side Tower, The Boxer-Rice Exchange (2 Letters)," G.I.’s in a Tank, Swapping Life Stories in Song"," Arts, Briefly; Quick Start for Nimble Jack", Preservation Commission Turns Down Proposal for Upper East Side Tower, The Boxer-Rice Exchange, TODAY IN BUSINESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/18/2007,0, An Epidemic of Misunderstanding About Children's Mental Health," Did Hedge Funds Fall, or Just Stumble?", N.Y.S.E. Traders Back Suit Against Exchange, Tech Companies Get Serious About Global Rights Issues. But Where's Cisco?," For a Senator, Hedge Funds Are Close to Home", Recent Openings, Hedge Funds Boost Knight Capital's Profit, Brightcove Uploads $59.5 Million in Funding, Universal Poaches Fox Executive for Animated Venture, Apple's Stellar Results Help Options Medicine Go Down, R.I.M. Releases More Data on Stock Options, Barclays Pays Record Price to Put Name on Nets' Arena, Crude Oil Prices Fall to Lowest Level Since 2005, Iran’s President Criticized Over Nuclear Issue, A Mobile Work of Art Is Missing an Ironworker, Appeals for Delayed Travelers, Breast Density a Cancer Risk, Russia: Sakhalin Production Increases, U.S. to Renegotiate Labor Rights, Apple Profit Rose 78% in Quarter, Bring Back Gas Rationing (1 Letter), Ukraine: Premier’s Ally Dies of Hunting Wound, Iraqis Answer Global Critics by Tackling Troubling Issues, Mellon Financial Reports 14% Higher Profit, Barclays Pays Record Price to Put Name on Nets’ Arena, New Jersey Court Revives a Merck Suit, Bridgewater: Missing Student&#8217;s Body Found, Hartford: New Education Commissioner Named, Border Agent Kills Immigrant; Mexican Government Protests, JPMorgan Chase Posts 68% Rise in Earnings," In Sweeping Schools Vision, Big Risks for Mayor", Metro Briefing | Connecticut: Bridgewater: Missing Student's Body Found, TODAY IN BUSINESS, World Briefing | Europe: Ukraine: Premier's Ally Dies Of Hunting Wound," Paid Notice: Deaths   MCCREDIE, WILLIAM BLACK", U.S. Border Agent Kills Immigrant; Mexican Government Protests, Bring Back Gas Rationing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/19/2007,0, Rest Easy: Overt Religious Symbols Permitted for British Airways Employees, McCain Powers Up His Media Team, Hedge Fund Cries Foul in Openwave Proxy Contest, Virtually Correct Still Means Correct, Can a Building Change Its Rules About Dogs?," China on Space Missile: Nothing To Worry About, If We Did It", From Ethics Overseer to Hedge Fund Boss, Firms Band Together for Emissions Market, Feminism’s Fictional Powerhouse, Supreme Court to Hear Campaign Finance Case , Secretary General Orders Audits of U.N. Programs, China: Intel Considers Building Chip Plant, A Coalition for Firm Limit on Emissions, Mistrial Declared Over Vioxx Risks, Partial Demolition Planned for a Reminder of Sept. 11, Stock Market in London Fights Nasdaq With Buyback," Economy Seems to Be Holding Its Own, but Inflation Risk Persists", Giants Hope Gilbride Can Animate Manning," Cost of Corn Soars, Forcing Mexico to Set Price Limits", From Ethics Overseer to Hedge Fund Boss, Welterweight Bialystock Treads Softly on Big Shtick, Giants Hope Gilbride Can Animate Manning, World Business Briefing | Europe: Britain: Reins Tighten on BBC Financing, TODAY IN BUSINESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/20/2007,0, Bush Comments on Agents Who Shot Suspected Drug Dealer, 3 From the Bush Advertising Team Join McCain’s ’08 Advisers, Spain: Colonel Mustard? Miss Scarlet?, Vatican and China Open Talks on Improving Ties, New Favor for a Name That Straddles Cultures, Student-Loan Company Is Allowed to Keep Subsidy, H.P. Chief Defends Timing of Stock Sale, Two Are Sentenced for Fraud Involving Trading of Stocks, Two Are Sentenced for Fraud Involving Trading of Stocks, Two Are Sentenced for Fraud Involving Trading of Stocks, A Product of the U.N. System, Justices Revisit Campaign Finance Issue, Justices Revisit Campaign Finance Issue, Brodeur Goes About His Business: Winning," Richard A. Musgrave, 96, Theoretician of Public Finance, Dies", Figuring Out the P.E. Ratio of Steve Jobs, A Final Adventure for the Consummate Animal Hunter, U.N. to Audit Its Activities After Reports on North Korea Program, The Marriage Ideal and Unwedded Bliss (3 Letters), Two Brothers in a Gumbo of Bayou and West Africa, The Marriage Ideal And Unwedded Bliss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/21/2007,0, You Mean They Have Movies Here Too?, Iran’s President Continues to Press Nuclear Issue, Prosecutor in Apple Case Joins Law Firm, Soul-Searching by Missouri Suspect’s Neighbors, Vast Pipelines in Amazon Face Challenges Over Protecting Rights and Rivers, Site Calculates Risk Factors for Travelers, Site Calculates Risk Factors for Travelers, The Underdog Days of Winter," New Business, Same Old Ted"," A Crisis Hot Line That’s Still Open; School Workersand Suspected Abuse; Anonymous, but Not Quite; Queens Is a Draw for Tourists (4 Letters)", Neighbors’ Scowls Place a Dog Spot in Peril, Helping Small Businesses Get Bigger, The Noncompete Clause: Balk at Your Own Risk, Son of Dogs Playing Poker, What’s the Coolest Way to Accessorize an iPod? Buy It a Car., Departed Collector Opens Film Celebration of Art and Artists, Bankers Trust: The Building Known for Its Ziggurat Top, Gun Making as an Art as Well as a Business," An Animated Adventure, Drawn From Life", Keeping the Livestock Comfortable," Once at Risk of Dropping Out, Now Making College Plans", Riders on the Storm, Naming Rights and Wrongs Across Time Zones, Low Prices Abound on the High Seas, Insurance for Travelers Who Have Reached a Certain Age," The Neediest Cases; Once at Risk of Dropping Out, but Now Making Plans to Go to College", Keeping the Livestock Comfortable, Keeping the Livestock Comfortable, Keeping the Livestock Comfortable, Behind a Player's Depression, Those Property Tax Cuts: Maybe Not for Everyone," New Business, Same Old Ted", A Crisis Hot Line That's Still Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/22/2007,0, Will Blackstone Raise Its Equity Office Bid? Speculation Abounds," In Stock Sales, UBS Narrows Gap With Goldman", What About the Awakened-by-Seemingly-Meaningless-Events Genre?, Political Agitation and a Missing Person," U.S. Financial Sector Is Losing Its Edge, Report Says", Credit Suisse Eyes Big Buyback and and Other Deals, Salary.com Prices I.P.O., Is Big Brother Ruckus Bad for Business?, Providence Equity to Open Offices in Asia, Business News for the Saucy (and Internet Savvy) Set, H.P. Chief Defends Timing of Stock Sale, Prosecutor in Apple Case Joins Law Firm, Figuring Out the P.E. Ratio of Steve Jobs," Pfizer to Lay Off 10,000 Workers", Faith in Quick Test Leads to Epidemic That Wasn’t, Hedge Funds and Insider Trading, The Clinic Is Open, Clinton Opens Her Campaign With Health Insurance Plan," U.S. Financial Sector Is Losing Its Edge, Report Says"," In Austin, Echoes of a Distant War in an Opera’s American Premiere", Free Content Dominates Video Downloads, Showdown Looms in Congress Over Drug Advertising on TV, Stock Offerings This Week, Trends on Social Issues (1 Letter), Trends on Social Issues, TODAY IN BUSINESS," Arts, Briefly; Colbert-O'Reilly Swap Offers Mutual Benefits", Stock Offerings This Week, Faith in Quick Test Leads to Epidemic That Wasn't,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/23/2007,1, Washington's Hedge Fund Shuffle, The Oscar Nominees, VF Sheds Intimate Apparel Business, Oscar Nominees and Winners, New Bankruptcy Law Aids American Express, Nasdaq Forecasts Earnings Pressure at L.S.E., Hedge Fund Asks Allied to Dump Management, Partial Bailout Offered in Book Bankruptcy, Got Yogurt?, Williams Hangs on to Advance to Semifinals," Bush Revives Some Past Proposals, but Breaks Little New Ground on Domestic Issues"," E. Howard Hunt, Watergate Figure, Dies at 88", 2 Nations Seek American Antimissile Defense, State Farm Settles Katrina Claims in Mississippi, Roddick Will Try to Make Semis Interesting for Federer, General Petraeus’s Opening Statement," Two Power Plants Win a Lawsuit, and Property Taxes Rise Drastically in Several Towns"," Pfizer, Hurt by Rival Drugs, Will Lay Off 7,800", Watching the Energy Watchdog, Newark: Businessman Sentenced for Immigration Fraud, Chemical Insecurity, New Bankruptcy Law Aids American Express, New Jersey Senate Passes Two Bills Meant to Cut Costs, Sun Microsystems Will Use Intel Chips, U.S. Moves to Cut Flood Risk From Kentucky Dam, Iran Bars Inspectors; Cleric Criticizes President, Shares Fall on Downgrades of Tech Issues, Partial Bailout Offered in Book Bankruptcy, Five New Satellites With a Mission of Finding a Source of Color in Space," On the Scales: For Obese Children, Increased Risks in Surgery", Outsiders Console the Underdogs, A Note to Women Travelers: Be Too Cute to Leave Behind," Fighting Depression Since 12, She Has a Tailor-Made Job", TODAY IN BUSINESS," Paid Notice: Deaths   MCCALLION, DONALD G."," For Obese Children, Increased Risks in Surgery", AUSTRALIAN OPEN: Roddick Will Try to Make Semis Interesting for Federer," The Neediest Cases; Fighting Depression Since 12, She Has a Tailor-Made Job", World Business Briefing | Europe: Britain: BBC In Talks With Youtube,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/24/2007,1, Tech Companies and Global Rights: Cisco Responds, New York and Tokyo Exchanges Said to Be Near Deal, Microsoft Caught Trying to Buy Wikipedia Tweaks, Internet Capital Faces Battle With Hedge Fund," Our Father, the Nazi Zealot: A Family Grapples With Its Burdens and Blind Spots", EBay Profit Rises 24% on Strong Holiday Business," Wendy’s Shifts Ad Agencies, Dropping McCann", Minimum Wage Bill Suffers Setback in Senate," Clijsters and Sharapova Are Out of Sorts, but in the Semifinals", A Cap on Property Taxes May Have a Few Loopholes, Nepal: U.N. Creates New Political Mission, Poles and Czechs to Talk With U.S. About Missile Defense System, Pennsylvania: Protesters’ Suit Dismissed," E. Howard Hunt, Agent Who Organized Botched Watergate Break-In, Dies at 88"," A World Champion, Meissner Now Seeks National Title", Giuliani Is Expected to Sell One of His Three Businesses, Trenton: Computer Virus Snarls Motor Vehicle Agencies, Spike in Price of Oil Ignites Market Rally," In Venezuela, Chavismo Is Dissected by Fans and Foes", The Price of Security (1 Letter), The Oscar Nominees, You May Kiss the Chef’s Napkin Ring, The Price of Security, Sharapova in Semifinals  , World Briefing | Europe: Poles And Czechs To Talk With U.S. About Missile Defense System, World Business Briefing | Americas: Canada: Bid for Shell Canada Shares Is Raised, World Briefing | Asia: Nepal: U.N. Creates New Political Mission, TODAY IN BUSINESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
